12998	归姜汤
6925	柏胶丸
16786	揭毒散
13760	黄蓍汤
11836	风湿膏
20043	两解汤
18210	救痫丸
8099	葱油
10396	定风丸
10829	鹅石散
16823	解炎汤
12526	疳湿散
11273	附子
17927	君子汤
19396	芦巴丸
9718	当归
11888	辅阳饮
9546	滴金膏
14776	灰煎
19943	流注饮
10235	大疯丸
12685	龟龄丸
15750	金化散
6837	白鸡汤
20839	芪附汤
7328	八真丹
10374	荡鬼汤
21734	生筋散
19490	露蜂散
9661	当归
11699	粉黛散
8020	蝉退饮
10024	当归
14324	滑石
12553	甘醴
18166	九生丸
14451	活血洒
19526	灵砂
8452	陈粟汤
6850	白蔹
19644	练石散
12531	疳湿散
10271	大清饮
12819	栝蒌散
6773	百沸汤
19705	立安饮
13534	黄连
17591	君子汤
13045	甘醴
13623	黄连
17728	加减薷苓汤
10712	淡渗汤
5172	百霜丸
12361	葛根
14347	淮南丸
11452	返蜇汤
14542	槐鹅散
16880	济急饮
19949	六斤丸
6848	败风膏
15057	滑石
12988	归术汤
11280	附子
19487	芦甘丹
19635	练花粉
15670	金灵散
23445	旋覆代赭汤
14238	黄散
15570	金连饮
9653	当归
15212	化炎汤
21971	薯蓣丸
14709	茴香草散
24000	养肝丸
16933	济生饮
12921	桂连丸
10804	定辰散
4991	补汤
22349	湿香
18593	龙胶
11338	附子
23330	消石丸
7318	拔针散
22127	生化汤
14499	喝散
15993	解毒锭
11082	二将丸
22370	苍柏散
6839	白芨散
9586	当归
9627	当归
10307	大皂丸
12348	葛根
12364	葛根
13008	归原散
14722	回阳酒
15581	锦朱丸
16549	紧皮膏
18220	灸疮膏
18758	鹿胶汤
24051	益智汤
7174	半杏丸
18046	建脾膏
9599	当归
19377	理脾饮
23006	五灵散
22421	熟艾汤
7555	补汤
18083	建胃丸
9624	当归
12450	疳疾散
22146	参雄汤
22253	石皮汤
16876	急白汤
17503	加味太一膏
10122	豆卷散
23153	香乳散
22980	戊己丸
23169	雄麝散
17551	橘饮
5110	白鹤丹
12760	葛根
12961	桂菖散
17895	救急汤
7033	拔毒锭
15916	解热饮
2205	鳖甲
4920	萆麻丸
23051	戊戌酒
20998	清肝解毒汤
14084	虎胶丸
13154	谷精丹
20936	青雪散
18320	溃疡丸
15063	花粉
16739	鸡膏
20912	青香散
14037	黄连
20774	青蛾丸
6662	白连散
23392	洗心散
10022	黛黄散
12380	葛根煎
8729	澈青膏
15325	鸡矢醴
20951	青皮汤
18870	黎洞丸
22150	四乌汤
14481	活痰丸
23443	玄附汤
7638	补精丸
12375	葛根
12398	革七
11829	附子
18067	浸汤
16551	榉皮汤
12818	栝连丸
20011	六均丸
21065	清音丸
11033	二茴散
11261	附子
8695	搐鼻法
13137	鼓皮散
14741	回苏散
18214	救痫丸
19121	芦筒
19560	苓姜饮
13403	黄连香茹饮
6702	白芥子
9541	滴金丸
15813	金药
7991	除痰丸
17430	橘饮
18843	雷丸
6823	白鹅
15744	金声散
19475	练石散
12092	粉金散
14620	护骨膏
21784	食郁汤
17901	君子汤
22194	四圣散
2193	鳖甲
10575	吊肠丸
15076	化雪丹
9666	当归
11561	茯苓粉
17362	集圣汤
19769	利积丸
18757	鹿角酒
11406	风丸
15771	金腺膏
21706	舒筋活血汤
9957	独神汤
15822	金石散
18552	刻效散
14951	和中煎
18108	荆三棱煎丸
